gameId|name|releaseDate|userRating|criticRating|description|imageLink|lastUpdate
38|E'FIFA Soccer 10'|E'2009-10-20'|7.6|91|E'On the pitch, critical gameplay fundamentals have been enhanced to ensure that FIFA Soccer 10 mirrors real-world soccer, providing more sophisticated ball control, and physical interaction between players. In addition, players now move, behave and position themselves more realistically. On attack, players analyze space more effectively, curve their runs in an attempt to stay onside, create passing lanes naturally, and drive for more variety in attacking options. On defense, new concepts like position priority enable defenders to multitask so dangerous spaces left open by teammates out of position are covered. Plus, slide tackle targeting, press marking, and better-urgency clearance logic provide new options that make defending a tactical skill in FIFA Soccer 10. In goal, a myriad of improvements and refinements to goalkeeper intelligence result in a more responsive and powerful rushing system and ultra-realistic saves. Better balance on lofted through balls, improved goalkeeper intelligence, more realistic shooting mechanics with less shots hitting the goal posts, a practice arena to perfect skills, and a more immersive soccer experience through continuous play and quick free kicks are just a few of the issues raised by fans and addressed in FIFA Soccer 10. Three new innovations revealed today at E3 have been developed to change the player control experience in FIFA Soccer 10. The first-ever true 360 degree dribbling system gives players finer control of the ball, enabling them to find spaces between defenders that previously were not possible. Using an all-new animation technology, skilled dribblers now have the ability to face the defender and use highly responsive lateral dribbling to skip past him. An innovative concept called Freedom in Physical Play enables players to perform wider dribble touches and new collision sharing creates a varied, less predictable, and extended fight for possession between the dribbler and a defender.'|E'https://static.metacritic.com/images/products/games/3/e4de85d163925aaf0cf7557b26808012-98.jpg'|E'2020-11-29 22:10:41'
39|E'Batman: Arkham Asylum'|E'2009-08-25'|8.8|91|E'In Batman: Arkham Asylum, the player assumes the role of Batman as he delivers The Joker to Arkham Asylum. There, the imprisoned super-villains have set a trap and an immersive combat gaming experience unfolds. With an original script penned by Emmy Award-winning Batman writer Paul Dini, the game brings the universe of DC Comics'' detective to life with stunning graphics. Batman: Arkham Asylum offers players the chance to battle Gotham''s worst villains with Batman''s physical and psychological strength in a graphically distinct and story-driven game. [Eidos Interactive]'|E'https://static.metacritic.com/images/products/games/4/c2941b067f7983c508ec5aff875d1667-98.jpg'|E'2020-11-29 22:10:41'
40|E'Rayman Legends'|E'2013-09-03'|8.7|91|E'Rayman Legends is the follow-up to Rayman Origins and brings multiplayer interactions for you to employ. The Glade of Dreams is in trouble again. During a 100-year nap, the nightmares multiplied and spread, creating new monsters even scarier than before. These creatures are the stuff of legend Dragons, giant toads, sea monsters, and even evil luchadores. With the help of Murfy, Rayman and Globox awake and must now help fight these nightmares and save the Teensies.'|E'https://static.metacritic.com/images/products/games/7/7f02e7390a741dad084aa06576428896-98.jpg'|E'2020-11-29 22:10:41'
41|E'Dark Souls II'|E'2014-03-11'|8.1|91|E'Prepare to die... Again. Dare yourself to engage against intense gameplay in a vast world powered by a new engine. Immerse yourself into mind-bending environments filled with new twisted monsters and deadly bosses. A vast array of threats will prey on human senses & phobias - auditory hallucinations, vertigo, acrophobia, etc. More intricate customization options provide weapons and armor tailoring to player style. [Namco Bandai Games]'|E'https://static.metacritic.com/images/products/games/2/709fe6cf20bf9e83e8f55c3bd56848f5-98.jpg'|E'2020-11-29 22:10:41'
42|E'Far Cry 3'|E'2012-12-04'|8.6|90|E'With Far Cry 3, players step into the shoes of Jason Brody, a man alone at the edge of the world, stranded on a mysterious tropical island. In this savage paradise where lawlessness and violence are the only sure thing, players dictate how the story unfolds, from the battles they choose to fight to the allies or enemies they make along the way. As Jason Brody, players will slash, sneak, detonate and shoot their way across the island in a world that has lost all sense of right and wrong.'|E'https://static.metacritic.com/images/products/games/7/e72036b13591cd3834ff759b19497a7f-98.jpg'|E'2020-11-29 22:10:41'
43|E'NBA 2K12'|E'2011-10-04'|6.7|90|E'The best basketball game of all time just got a billion times better. And that''s a remarkable feat because NBA 2K11 was a frickin'' masterpiece of sports gaming. NBA 2K12 is a beautiful love letter to the game of basketball and a dream come true to it''s fans. Fans of the both the real and virtual world versions of the sport. Simply put: this game is INCREDIBLE. Prepare to be floored when you jump back in time and play as Bill Russell and the weathered black and white screen and filtered audio make you feel like you just time traveled back into the world of TV''s Mad Men. Be wowed when you see how incredibly smooth and fluid animations. It''s so photorealistic and lifelike that you will forget you''re controlling a video game and think you''ve actually got the real life versions of Dirk, Lebron, and Kobe on Pinocchio strings making them perform miraculous moves and nailing incredible shots. The accessibility of this year''s game is greatly improved as well. Just tap triangle to engage in the post to open a plethora of new moves. I swear the number of moves in this game and the amount possibilities when factoring in the game''s brilliant physics engine is STAGGERING. It''s virtually endless in its gameplay possibilities. You''ll see a new animation nearly every play. In final, 2K Sports has become legendary. Greatness and 2K are now synonymous. It''s baffling that the company could great something so incredibly better than it''s predecessor when it''s predecessor was arguably the greatest sports game ever made. Well chaps, there is NO ARGUMENT to be had this year:'|E'https://static.metacritic.com/images/products/games/8/1f9e1a98bb5af783ffe799e21fc06c97-98.jpg'|E'2020-11-29 22:10:41'
44|E'The Legend of Heroes: Trails of Cold Steel II'|E'2016-09-06'|8.3|90|E'Peace is but a memory.'|E'https://static.metacritic.com/images/products/games/6/70686d9704f2a53115f67056ce5055e0-98.jpg'|E'2020-11-29 22:10:41'
45|E'FIFA Soccer 12'|E'2011-09-27'|7.2|90|E'-- My apologies for bad English grammar, if there is any --'|E'https://static.metacritic.com/images/products/games/1/f9067e325ac9b5ee6788ad7e6885512b-98.jpg'|E'2020-11-29 22:10:41'
46|E'Fallout 3'|E'2008-10-28'|7.9|90|E'Vault-Tec engineers have worked around the clock on an interactive reproduction of Wasteland life for you to enjoy from the comfort of your own vault. Included is an expansive world, unique combat, shockingly realistic visuals, tons of player choice, and an incredible cast of dynamic characters. Every minute is a fight for survival against the terrors of the outside world  radiation, Super Mutants, and hostile mutated creatures. From Vault-Tec, America''s First Choice in Post Nuclear Simulation. Vault 101 - Jewel of the Wastes. For 200 years, Vault 101 has faithfully served the surviving residents of Washington DC and its environs, now known as the Capital Wasteland. Though the global atomic war of 2077 left the US all but destroyed, the residents of Vault 101 enjoy a life free from the constant stress of the outside world. Giant Insects, Raiders, Slavers, and yes, even Super Mutants are all no match for superior Vault-Tec engineering. Yet one fateful morning, you awake to find that your father has defied the Overseer and left the comfort and security afforded by Vault 101 for reasons unknown. Leaving the only home you''ve ever known, you emerge from the Vault into the harsh Wasteland sun to search for your father, and the truth. [Bethesda Softworks]'|E'https://static.metacritic.com/images/products/games/6/52f24025efc3048207d5f2ed66f2c71a-98.jpg'|E'2020-11-29 22:10:41'
47|E'MLB 11: The Show'|E'2011-03-08'|8.0|90|E'The #1 selling, highest rated baseball franchise is back in MLB The Show ''11. Experience new ways to play The Show with the NEW PURE Analog controls. Team up in ALL NEW CO-OP play, get called up to the Big Leagues with new and improved Road to the Show features and compete for real world prizes in MLB The Show''s ALL NEW Challenge of the Week.'|E'https://static.metacritic.com/images/products/games/5/020afe424e50a6d79cd5f7386283c379-98.jpg'|E'2020-11-29 22:10:41'
48|E'MLB 09: The Show'|E'2009-03-03'|8.1|90|E'Road to the Show 3.0. Now includes interactive training, new settings, a new steal/ lead-off system, presentations and coach interactions. Interactive training will consist of a set of mini-games designed to improve a players ability and performance in various areas of baseball. Franchise Mode 2.0. Improvements include the long awaited 40-man roster! The latest Franchise Mode improvements will also offer Salary Arbitration, Waiver Transactions and September call-ups. Training/Practice Drills. In MLB 09 users will have the ability to choose from a number of different Training/Practice drills. The drills will be of various concentrations of the game. These drills are a perfect way to polish and improve your baseball skills in The Show. Details & Subtleties. Details and subtleties play a huge role in legitimizing a game and helping you lose yourself in the suspension of disbelief. MLB 09 The Show sinks it''s teeth into the details with realistic stadiums and signage, wear and tear on field, dusk to night lighting transitions, stadium Jumbotron animations and even crowd atmosphere - reaching up for foul balls out of play and home runs in addition to crowd rivalries and weather appropriate clothing. [SCEA]'|E'https://static.metacritic.com/images/products/games/8/a910fc1a7d8b52442c3bd0b05daff733-98.jpg'|E'2020-11-29 22:10:41'
